project_id,project_title,award_amount_m,award_holder_name,hrcs_health_category,inpmceurope,trialscientific,trialpubtype,trialidtype
NIHR131172,Multicentre trial of the clinical and cost effectiveness of a novel urinary catheter design in reducing catheter-associated urinary tract infection compared with the traditional Foley design for adults requiring long-term catheterisation (CADET),1.16614207,Dr Catherine Murphy,"Infection,Renal and Urogenital",FALSE,TRUE,FALSE,FALSE
NIHR132803,What is the comparative clinical and cost- effectiveness of pharmacological treatments for adults with chronic migraine?,0.27996337,Professor Manjit Matharu/Associate Professor Hema Mistry,Neurological,TRUE,FALSE,FALSE,TRUE
NIHR131176,The British Orthopaedic SCFE Surgery Study for Severe Stable Slips (The Big BOSS Study): A multi-centre prospective randomised superiority trial of an acute deformity correction versus pinning in-situ for severe stable SCFE in children,1.35195648,Professor Daniel Perry,Musculoskeletal,FALSE,TRUE,FALSE,FALSE
NIHR132889,Conservative Management in Traumatic Pneumothoraces in the Emergency Department (CoMiT-ED): A Randomised Controlled Trial,1.4978660700000002,Professor Edward Carlton/Professor Jonathan Benger,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
NIHR132896,"Long term effectiveness and cost-effectiveness of early mental health intervention: Follow up to the Healthy Start, Happy Start study",0.43873632,Professor Paul Ramchandani/Dr Christine O'Farrelly,Mental Health,TRUE,TRUE,FALSE,FALSE
NIHR132968,Aspirin after hospitalisation with Pneumonia to prevent cardiovascular Events randomised Controlled Trial (ASPECT),2.01675471,Dr David Arnold/Professor Nick Maskell,"Cardiovascular,Infection",FALSE,TRUE,FALSE,FALSE
NIHR131306,Multi-modality local consolidative treatment versus conventional care of advanced lung cancer after first line systemic anti-cancer treatment: a multi-centre randomised controlled trial with an internal pilot. RAdical Management Of Advanced Non-small cell lung cancer (RAMON),0.8061563199999999,Professor Eric Lim,Cancer and neoplasms,TRUE,TRUE,TRUE,TRUE
NIHR133011,REFINE-Lung (formerly known as CONVOLUTE): A randomised open-label phase III trial of REduced Frequency pembrolizumab ImmuNothErapy for first-line treatment of patients with advanced non-small cell lung cancer (NSCLC) utilising a novel multi-arm frequency-response optimisation design.,3.12802585,Professor Michael Seckl,Cancer and neoplasms,TRUE,TRUE,FALSE,TRUE
NIHR133056,Sugammadex for preventIoN oF pOst-operative pulmoNary complIcAtions (SINFONIA),1.77340226,Dr Jon Silversides/Professor Rupert Pearse,Generic Health Relevance,TRUE,TRUE,TRUE,FALSE
NIHR131341,Cluster Randomised Controlled Trial of a Service to Support the Mental Health and Coping of Parents with Excessively Crying Infants,2.0651361,Dr Anne Felton/Emeritus Professor Ian St James-Roberts,"Reproductive Health and Childbirth,Mental Health",FALSE,TRUE,FALSE,FALSE
NIHR131346,CONservative TReatment of Appendicitis in Children – a randomised controlled Trial – CONTRACT 2,1.53850991,Mr Nigel Hall,Oral and Gastrointestinal,FALSE,TRUE,FALSE,FALSE
NIHR131440,Randomised controlled trial of a new relief inhaler in mild asthma,2.51967744,Dr Matthew Martin/Professor Timothy Harrison,Respiratory,FALSE,TRUE,FALSE,FALSE
NIHR131533,Randomised trial of the clinical and cost effectiveness of a supraglottic airway device versus tracheal intubation during in-hospital cardiac arrest (AIRWAYS-3),2.53922757,Professor Jonathan Benger,Cardiovascular,TRUE,TRUE,FALSE,TRUE
NIHR133554,"CAMELOT - Continuous rectus sheath Analgesia in eMErgency LaparOTomy: Multi-centre, randomised sham-controlled trial of rectus sheath catheter-delivered local anaesthetic infusion compared with usual care in patients undergoing emergency bowel surgery",1.60421792,Dr Mark Edwards/Dr Ronelle Mouton,Neurological,FALSE,TRUE,FALSE,FALSE
NIHR133561,The PARTIAL study – a randomised trial of the clinical and cost effectiveness of PARTIAL vs radical nephrectomy for clinically localised renal cell carcinoma,1.93651877,Professor Rakesh Heer/Professor Naeem Soomro,Cancer and neoplasms,FALSE,TRUE,FALSE,FALSE
NIHR131687,A cluster randomised trial of clinically-assisted hydration in patients in the last days of life (CHELsea II study),1.10791903,Professor Andrew Davies,Renal and Urogenital,TRUE,TRUE,TRUE,FALSE
NIHR133582,Prospective randomised controlled trial comparing three splints for finger flexor tendon repairs (FIRST study),1.15100671,Mrs Emma Bamford/Professor Avril Drummond,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
NIHR133657,Optimisation before Crohn’s surgery using Exclusive enteral Nutrition  (OCEaN study),1.71519731,Dr Rachel Cooney/Miss Caris Grimes,Oral and Gastrointestinal,FALSE,TRUE,FALSE,FALSE
NIHR131822,T4P (Threshold for Platelets),2.26565114,Professor Peter Watkinson,Generic Health Relevance,TRUE,TRUE,FALSE,FALSE
NIHR131850,The clinical and cost-effectiveness of elective primary total knee replacement with PAtellar Resurfacing compared to selective patellar resurfacing. A pragmatic multicentre randomised controlled Trial with blinding (PART),1.81293453,Mr Mike Petrie/Professor Ashley Blom,Musculoskeletal,TRUE,TRUE,FALSE,FALSE
NIHR133835,A randomised controlled trial of no routine gastric residual monitoring to guide enteral feeding in paediatric intensive care units: the GASTRIC-PICU trial,2.02145874,Professor Lyvonne Tume/Professor Mark Peters,Generic Health Relevance,FALSE,TRUE,FALSE,FALSE
NIHR133876,Seven versus Fourteen Days Antibiotics for Patients with Bronchiectasis Requiring Intravenous Antibiotics- SBIVA Study,1.54630134,Professor Adam Hill,"Infection,Respiratory",FALSE,TRUE,FALSE,FALSE
NIHR133889,Palliative Long-term Abdominal Drains Versus Repeated Drainage in Untreatable Ascites Due to Advanced Cirrhosis: A Randomised Controlled Trial (REDUCe 2 Study),1.93618281,Professor Sumita Verma,Oral and Gastrointestinal,TRUE,TRUE,FALSE,FALSE
NIHR132343,A multicentre randomised controlled trial of guided self-help versus treatment as usual for depression for autistic adults,1.72326183,Professor Ailsa Russell,Mental Health,FALSE,TRUE,FALSE,FALSE
NIHR134074,Pregabalin for treatment resistant generalized anxiety disorder,2.40821037,Professor Glyn Lewis,Mental Health,FALSE,TRUE,FALSE,FALSE
NIHR132675,Outcomes of Displaced Distal tibial fractures - Surgery Or Casts in KidS (ODD SOCKS). A multi-centre prospective randomized superiority trial of conservative versus surgical treatment for displaced distal tibial fractures in children,1.26501157,Professor Daniel Perry/Mr Nicholas Peterson,Injuries and Accidents,TRUE,TRUE,FALSE,FALSE
NIHR134101,A randomised controlled trial of SHORT duration antibiotic thERapy for critically ill patients with sepsis: SHORTER Trial,1.87336274,Professor John Simpson/Dr Thomas Hellyer,Infection,FALSE,TRUE,FALSE,FALSE
NIHR132705,Does a Phased Approach Enhance Outcomes for Trauma-Focused Cognitive Therapy for Complex Posttraumatic Stress Disorder?,1.5914891,Professor Anke Ehlers/Dr Michael Duffy,Mental Health,TRUE,TRUE,FALSE,FALSE
NIHR132711,"Multi-centre randomised open-label assessor-blinded two arm parallel group trial of subcutaneous versus oral methotrexate for rheumatoid arthritis (RA), with internal feasibility assessment, economic evaluation and qualitative study",1.41127788,Professor Abhishek Abhishek,Inflammatory and Immune System,FALSE,TRUE,FALSE,FALSE
NIHR134214,"Fit4Surgery 2: A randomised controlled trial to investigate an App-based, motivation-theory grounded, personalised, comprehensive, prehabilitation programme in addition to usual care versus usual care alone to enhance recovery of physical function and reduce complications after lung cancer surgery",1.91361814,Professor Fang Gao/Professor Babu Naidu,Cancer and neoplasms,FALSE,TRUE,FALSE,FALSE
NIHR132987,Perioperative Oxygen Therapy: An overview of systematic reviews and meta-analyses,0.16524676000000002,Professor Joyce Yeung,Generic Health Relevance,TRUE,TRUE,FALSE,FALSE
NIHR132999,What is the evidence for interventions used to manage sleep disturbances in people with fibromyalgia? A comprehensive evidence synthesis to inform clinical practice and future research,0.16365276,Professor Miriam Brazzelli,Musculoskeletal,FALSE,FALSE,FALSE,FALSE
NIHR133027,Assessing psychological support for people with emotional distress and difficulties in relationships: The SPS study.,1.5517388799999998,Professor Mike Crawford,Mental Health,TRUE,TRUE,TRUE,FALSE
NIHR134398,REcurrent Patellar dislocation: Personalised therapy or OpeRative Treatment? (REPPORT),1.55190275,Professor Andrew Metcalfe/Professor Toby Smith,Musculoskeletal,FALSE,TRUE,FALSE,FALSE
NIHR133099,Systematic review of clinical and cost-effectiveness of endoscopic treatments for obesity to inform a model-based cost-effectiveness analysis,0.23382057,Dr David Moore/Professor Abd Tahrani,"Oral and Gastrointestinal,Stroke,Cardiovascular,Cancer and neoplasms,Metabolic and Endocrine",FALSE,TRUE,FALSE,FALSE
NIHR134464,Optimising azithromycin prevention treatment in COPD to reduce exacerbations (OPACE),2.85367663,Professor Ian Wilkinson/Professor David Price,Respiratory,TRUE,TRUE,FALSE,TRUE
NIHR134534,"Cefalexin for UTIs – Right treatment Length in Young children (the CURLY trial). A multi-centre, randomised trial to determine the optimal duration of cefalexin therapy for the treatment of febrile urinary tract infections in children",1.45490085,Professor Daniel Perry/Dr Stuart Hartshorn,Infection,FALSE,TRUE,FALSE,FALSE
NIHR134800,PERISCOPE: PERIoperative biologic DMARD management: Stoppage or COntinuation during orthoPaEdic operations,1.92688799,Professor Hemant Pandit/Associate Professor Kulveer Mankia,Inflammatory and Immune System,FALSE,TRUE,FALSE,FALSE
NIHR133461,Oxybutynin or venlafaxine for hot flushes in women who cannot or choose not to use hormone replacement therapy: randomised trial and economic evaluation (the BLUSH trial),1.97265402,Professor Jane Daniels/Professor Melanie Davies,Reproductive Health and Childbirth,TRUE,TRUE,FALSE,FALSE
NIHR133467,"The clinical benefits and cost-effectiveness and safety of haematopoietic interventions for patients with anaemia following major emergency surgery: a phase IV, multicentre, multi-arm randomised controlled trial: Peri-op Iron and Erythropoietin (EPO) Intervention Study - POP-I",2.1753490099999997,Professor Iain Moppett,Blood,FALSE,TRUE,FALSE,FALSE
NIHR133665,Follow up for PROSPECT Study,0.4126254,Dr Fiona Reid,Renal and Urogenital,FALSE,TRUE,FALSE,FALSE
NIHR133719,Staphylococcus aureus Network Adaptive Platform (SNAP) Trial,2.52741702,Dr Anna Goodman,Infection,TRUE,TRUE,TRUE,TRUE
NIHR135131,"Clinical effectiveness of a child-specific dynamic stretching exercise programme, compared to usual care, for ambulant children with spastic cerebral palsy - the SPELL trial.",1.38578645,Professor Sally Hopewell/Mr Tim Theologis,Neurological,FALSE,TRUE,FALSE,FALSE
NIHR133784,A randomised trial to determine the clinical and cost effectiveness of repairing flexor digitorum profundus (FDP) alone versus repair of both FDP and flexor digitorum superficialis (FDS) for treatment of complete zone 2 flexor tendon injuries: the FLexor repAir and REhabilitation (FLARE) Trial,1.348006,Ms Emma Reay/Mr Matthew Gardiner,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
NIHR133874,"Clinical and cost-effectiveness of early patient-directed rehabilitation versus standard rehabilitation after surgical repair of the rotator cuff of the shoulder: a multi-centre, randomised controlled trial with integrated Quintet Recruitment Intervention (RaCeR 2)",1.73783784,Professor Chris Littlewood,Injuries and Accidents,FALSE,TRUE,FALSE,FALSE
NIHR133880,Occupational support for Patients undergoing Arthroplasty of the Lower limb trial (OPAL),1.73706034,Professor Paul Baker,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
NIHR135260,A prospective randomised controlled trial comparing endoscopic decompression of the ulnar nerve with open decompression in the surgical management of cubital tunnel syndrome (UNDER study),1.46900551,Mr Dominic Power,Neurological,FALSE,TRUE,FALSE,FALSE
NIHR135261,Radiofrequency ABlation of Benign Intrathyroidal Tumours,1.32935388,Dr Neil Sharma/Professor Kristien Boelaert,Metabolic and Endocrine,FALSE,TRUE,FALSE,FALSE
NIHR134141,A randomised CONtrolled trial of Tailored Acceptance and Commitment Therapy for older people with treatment resistant Generalised Anxiety Disorder (CONTACT-GAD),1.52725819,Professor Rebecca Gould,Mental Health,TRUE,TRUE,TRUE,FALSE
NIHR135563,"Eligibility, uptake, safety and effectiveness of COVID-19 therapeutics in real world settings",0.22524923,Professor Julia Hippisley-Cox,Infection,TRUE,FALSE,FALSE,FALSE
NIHR134660,"Randomised Evaluation of Sodium Dialysate Levels on Vascular Events
(RESOLVE).",1.4257803999999998,Professor David Wheeler,Renal and Urogenital,TRUE,TRUE,FALSE,TRUE
NIHR150071,The clinical and cost effectiveness of internet-delivered self-help Acceptance and Commitment Therapy for family carers of people with dementia (iACT4CARERS): A randomised controlled trial with ethnically diverse family carers,1.23639042,Associate Professor Naoko Kishita,Mental Health,TRUE,TRUE,TRUE,FALSE
NIHR150600,"The United Kingdom Arm of the Transfusion Requirements in Younger Patients Undergoing Cardiac Surgery (TRICS IV) Trial: An international, multi-centre, randomized trial to assess the clinical and cost-effectiveness of liberal transfusion thresholds in younger patients undergoing cardiac surgery.",0.7820276700000001,Professor Gavin Murphy,Cardiovascular,FALSE,TRUE,FALSE,FALSE
NIHR150755,The NIHR FAST-Forward phase III randomised controlled trial of 1 week vs 3 weeks of curative whole breast radiotherapy in early breast cancer: 10 (Main trial) and 5 (Nodal Sub- Study) year outcomes,0.27741265000000004,Professor Judith Bliss/Professor Adrian Brunt,Cancer and neoplasms,FALSE,TRUE,FALSE,FALSE
NIHR134746,Perineural Local Anaesthetic Catheter aftEr Major lowEr limb amputatioN Trial (PLACEMENT),1.94251616,Mr David Bosanquet,Generic Health Relevance,FALSE,TRUE,FALSE,FALSE
NIHR134854,"DURATION OF ANTIBIOTIC TREATMENT IN URINARY TRACT INFECTION (DurATIon-UTI Trial)

Impact of duration of antibiotic therapy on effectiveness, safety and selection of antibiotic resistance in adult women with urinary tract infections (UTI): a randomised controlled trial.",2.18314984,Professor Martin Llewelyn/Associate Professor Gail Hayward,Infection,FALSE,TRUE,FALSE,FALSE
NIHR134859,"The clinical and cost-effectiveness of lumbar fusion surgery for patients with persistent, severe low back pain: FusiOn veRsus bEst coNServatIve Care (the FORENSIC-UK trial)",1.81149668,Professor David Beard/Honorary Professor Sashin Ahuja,Musculoskeletal,TRUE,TRUE,FALSE,FALSE
NIHR150983,INITIATE: Increased mobility in hospital after hip fracture,2.13389107,Professor Rebecca Kearney/Professor Matthew Costa,Musculoskeletal,FALSE,TRUE,FALSE,FALSE
NIHR151099,ACORN: A multi-site randomised COntrolled trial to evaluate the impact of a group tReatment for aNtenatal anxiety,1.900181,Professor Heather O'Mahen,"Mental Health,Reproductive Health and Childbirth",FALSE,TRUE,FALSE,FALSE
NIHR134937,Pathway Of Low Anterior Resection syndrome relief after Surgery (POLARiS) trial,1.84841885,Mrs Julie Cornish/Associate Professor Aaron Quyn,"Cancer and neoplasms,Oral and Gastrointestinal",TRUE,TRUE,TRUE,FALSE
NIHR134993,Lipid-modifying therapy in children with familial hypercholesterolemia,1.49159851,Professor Laila Tata/Professor Nadeem Qureshi,Metabolic and Endocrine,TRUE,FALSE,FALSE,FALSE
NIHR151288,Endoscopic Lavage after Intraventricular Haemorrhage in Neonates in the UK: A national randomised controlled trial on the efficacy of neuro-endoscopic lavage (ENLIVEN-UK),1.87444208,Mr Kristian Aquilina/Professor Conor Mallucci,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,FALSE
NIHR151428,Intensive Interaction for children and young people with profound and multiple learning disabilities: INTERACT trial,1.84602153,Professor Jill Bradshaw/Professor Catherine Hewitt,Mental Health,FALSE,TRUE,FALSE,FALSE
NIHR151696,Early Aortic Repair in patients Needing Endovascular/open Surgery for Type B Aortic Dissection (EARNEST): A randomised trial to assess the clinical and cost-effectiveness of thoracic endovascular aortic repair in the subacute phase after uncomplicated type B aortic dissection.,2.833223,Mr Colin Bicknell,Cardiovascular,FALSE,TRUE,FALSE,FALSE
NIHR152069,A multi-centre randomised controlled trial of standard care versus an accelerated care pathway after cardiac surgery (FARSTER-care).,1.73376429,Professor Dumbor Ngaage,Cardiovascular,FALSE,TRUE,FALSE,FALSE
NIHR152262,Breathing Assistance in CHildren with bronchiolitis (BACHb): a group-sequential two-stratum multicentre open-label randomised clinical trial of respiratory support in infants with acute bronchiolitis,1.6556643999999998,Professor Padmanabhan Ramnarayan,Respiratory,FALSE,TRUE,FALSE,FALSE
NIHR152682,Should we use post-operative antibiotics following surgery for patients with mandible fractures? The MANTRA trial (MANdibular TRauma and Antibiotic use),2.5868666499999997,Mr Panayiotis Kyzas/Dr Gavin Barlow,Injuries and Accidents,FALSE,TRUE,FALSE,FALSE
NIHR152733,Empirical oral AntibioticS for possible UTI in well appearing Young febrile infants (EASY).,0.49517092,Professor Ronan McMullan/Dr Thomas Waterfield,Infection,TRUE,TRUE,FALSE,FALSE
NIHR152880,"Full Title - The clinical and cost effectiveness of quetiapine for people with borderline personality disorder: A pragmatic, double-blind, placebo-controlled, randomised  trial.

Short Title - Quetiapine Effectiveness Study in Borderline Personality Disorder (QUEST).",2.30028443,Dr Inti Qurashi/Professor Mike Crawford,Mental Health,FALSE,TRUE,FALSE,FALSE
NIHR150027,A randomised controlled trial to investigate clinical and cost effectiveness of Amiodarone vs Beta Blockade for new onset atrial fibRillation in icU - a Pragmatic sTudy (ABBRUPT),1.81436104,Professor Ingeborg Welters/Dr Dhruv Parekh,Cardiovascular,FALSE,TRUE,FALSE,FALSE
NIHR150083,MulTI-domain Self-management in Older People wiTh OstEoarthritis and Multi-Morbidities (TIPTOE),1.71135577,Professor Monica Busse/Professor Kate Button,Musculoskeletal,FALSE,TRUE,FALSE,FALSE
NIHR154434,HEALTH: a randomised comparison of laparoscopic supracervical hysterectomy with endometrial ablation for women with heavy menstrual bleeding - medium-term follow-up at a minimum of five years,0.19849963,Professor Kevin Cooper,Renal and Urogenital,FALSE,TRUE,FALSE,FALSE
NIHR154660,Effectiveness of Interventions For Fatigue in Long term conditions (EIFFEL),0.37441711,Professor Christopher Burton/Dr Joanna Leaviss,Generic Health Relevance,TRUE,FALSE,FALSE,FALSE
NIHR154694,"Surgery versus Conservative OsteOarthritis of Thumb Trial (SCOOTT)An RCT to determine clinical and cost effectiveness of treating arthritis of the base of the thumb, with or without surgery, and to determine the clinical and cost effectiveness of trapeziectomy versus base of thumb joint replacement.",2.01314319,Dr Emma Reay/Mr Nick Johnson,Musculoskeletal,FALSE,TRUE,FALSE,FALSE
NIHR154798,Innovative ventilation technologies in adults and children: an evidence synthesis to inform clinical practice and future research priorities,0.24738544,Associate Professor Keith Couper/Associate Professor Yen-Fu Chen,Generic Health Relevance,TRUE,FALSE,FALSE,FALSE
NIHR154915,Fix Or Replace Enhancing distal humeruS fracTure outcomes (FOREST),2.05679063,Professor Ben Ollivere/Mr Andrew Duckworth,Injuries and Accidents,FALSE,TRUE,FALSE,FALSE
NIHR155209,"A Randomised, Embedded, Multi-factorial, Adaptive Platform Trial for Community-Acquired Pneumonia (REMAP-CAP) - Influenza",2.88426648,Professor Anthony Gordon,Infection,TRUE,TRUE,FALSE,FALSE
NIHR155342,Designing a platform trial to assess the effectiveness of interventions for peripheral arterial disease: The PAEDIS trial development project.,0.18325052,Professor Athanasios Saratzis/Professor Alun Davies,Cardiovascular,TRUE,TRUE,FALSE,FALSE
NIHR155477,"Venous leg ulcErs: management and eradication, the VEIN Platform Study",0.20206593,Professor Alun Davies/Miss Sarah Onida,Cardiovascular,TRUE,TRUE,FALSE,FALSE
NIHR151086,Bicarbonate for AcidosiS in very pretErm babies: The BASE Studies,1.73922409,Dr Sabita Uthaya,Reproductive Health and Childbirth,FALSE,TRUE,FALSE,FALSE
NIHR155567,"CRASH-4 trial (Clinical Randomisation of an Anti-fibrinolytic in Symptomatic mild Head injury in older adults)
Intramuscular tranexamic acid for the treatment of symptomatic mild traumatic brain injury in older adults: a randomised, double-blind, placebo-controlled trial",3.020221,Professor Ian Roberts/Professor Haleema Shakur-Still,Injuries and Accidents,TRUE,TRUE,TRUE,TRUE
NIHR155936,Comprehensive geriatric assessment to sustain independence for older people living with heart failure with preserved ejection fraction and frailty,2.32594474,Professor Andrew Clegg/Professor Victoria Goodwin,"Generic Health Relevance,Cardiovascular",TRUE,TRUE,TRUE,FALSE
NIHR151372,"HEAL-D (Healthy Eating & Active Lifestyles for Diabetes): a multicentre, pragmatic randomised controlled trial comparing effectiveness and cost-effectiveness of culturally tailored versus standard diabetes self-management programmes in Black-African and Black-Caribbean adults with type 2 diabetes",2.3108047999999997,Professor Barbara McGowan/Professor Louise Goff,Metabolic and Endocrine,TRUE,TRUE,TRUE,FALSE
NIHR156028,PRACTISE - AF: Platform tRiAl to improve outComes afTer cardIac SurgEry – Atrial Fibrillation (Accelerator Award),0.20380522,Dr Ben Gibbison/Dr Maria Pufulete,Cardiovascular,TRUE,TRUE,FALSE,FALSE
NIHR151549,Randomised Control Trial of fluoxetine for the treatment of problematic sexual arousal in adult males serving a custodial sentence for a sexual offence.,2.40008055,Professor Don Grubin/Professor Belinda Winder,Mental Health,FALSE,TRUE,FALSE,FALSE
NIHR152151,Prothrombin complex concentrate versus fresh frozen plasma for bleeding in adults undergoing heart surgery (PROPHESY-2 trial).,1.56169917,Dr Laura Green,"Blood,Cardiovascular",FALSE,TRUE,FALSE,FALSE
NIHR152309,Op Non-STOP Study (Operative or Non-Surgical Treatment of Perthes' Disease) - A multi-centre prospective randomised superiority trial of containment surgery compared to optimised non-surgical care for Perthes’ disease of the hip in children.,1.8090775,Professor Daniel Perry/Mr Nicolas Nicolaou,Musculoskeletal,FALSE,TRUE,FALSE,FALSE
NIHR152423,"EASE: Evaluating Antidepressants for emotionaliSm after strokE: A multi-centre, randomised, double-blind, placebo-controlled trial to establish the effect(s) of administration of sertraline (50 mg once daily for Six Months) in people with a recent stroke and post-stroke emotionalism",1.92170434,Professor Niall Broomfield,Stroke,FALSE,TRUE,FALSE,FALSE
NIHR152686,The ELIPSE Study - a randomised controlled trial comparing the clinical and cost-effectiveness of lymph node removal in patients undergoing curative surgery for localised high-risk prostate cancer.,2.38747852,Professor Krishna Narahari/Professor Rakesh Heer,Cancer and neoplasms,FALSE,TRUE,FALSE,FALSE
NIHR156597,Bronchiectasis: Optimising Azithromycin prevention Treatment to reduce exacerbations (BOAT):  A double blind pragmatic 2 arm phase IV randomised controlled trial,2.58874382,Professor Anthony De-Soyza,Respiratory,FALSE,TRUE,FALSE,FALSE
NIHR152722,"Timing Of venous thromboembolism Prophylaxis for adult patients with Traumatic Brain Injury (TOP-TBl): a pragmatic, randomised trial",2.27652339,Mr Angelos Kolias/Professor Peter Hutchinson,"Injuries and Accidents,Blood",FALSE,TRUE,FALSE,FALSE
NIHR156698,Rescue packs post-discharge in chronic obstructive pulmonary disease (The RAPID study),2.3744989700000003,Professor John Hurst/Professor Mona Bafadhel,Respiratory,FALSE,TRUE,FALSE,FALSE
NIHR152941,Mapping and evidence synthesis for assistive technologies to support adults living at home with long-term continence or toilet-use problems,0.23177925,Dr Catherine Murphy,Generic Health Relevance,FALSE,FALSE,FALSE,FALSE
NIHR153059,A novel reliever strategy for children with asthma: CARE-UK: Children’s Anti-Inflammatory Reliever Study,2.43863529,Dr Louise Fleming,Respiratory,TRUE,TRUE,FALSE,FALSE
NIHR153216,DEXACELL: Dexamethasone as an adjunctive therapy for the management of cellulitis - a randomised controlled trial in urgent secondary care,1.5421011299999998,Dr Fergus Hamilton/Professor Edward Carlton,Infection,TRUE,TRUE,FALSE,TRUE
NIHR153577,The Monoclonal Antibody Medications in inflammatory Arthritis: stopping or continuing in pregnancy (MAMA) trial,3.08573469,Dr Kate Duhig/Professor Marian Knight,"Inflammatory and Immune System,Reproductive Health and Childbirth",FALSE,TRUE,FALSE,FALSE
NIHR157510,Remote STrOke Rehabilitation (ReSTORe): a UK-wide randomised controlled trial with embedded process evaluation and economic analysis.,1.8001933,Professor Gordon McGregor/Professor Julie Bruce,Stroke,FALSE,TRUE,FALSE,FALSE
NIHR157523,A Randomised Controlled Trial of Renin-Angiotensin System Inhibition for Reduction of Cardiovascular Events after Takotsubo Cardiomyopathy (EVEREST),2.7018864700000003,Professor Dana Dawson,Cardiovascular,TRUE,TRUE,FALSE,FALSE
NIHR154501,Airway Pressure Release Ventilation (APRV) vs conventional ventilation for patients with moderate to severe acute hypoxemic respiratory failure (RELEASE),2.00137367,Professor Luigi Camporota/Professor Danny McAuley,Respiratory,FALSE,TRUE,FALSE,FALSE
NIHR158052,Long-term outcomes of the Treatment of Advanced Glaucoma Study (TAGS): A multicentre randomised controlled trial comparing primary medical treatment with primary trabeculectomy for people with newly diagnosed advanced glaucoma,0.4650536,Professor Anthony King,Eye,FALSE,TRUE,FALSE,FALSE
NIHR154796,"Awake prone positioning in patients with acute hypoxaemic respiratory failure not due to COVID-19: a multi-centre, pragmatic, allocation concealed, individual patient randomised, parallel group, open-label clinical trial (AWAKE-PRONE)",2.1417550800000003,Associate Professor Keith Couper,Respiratory,TRUE,TRUE,FALSE,FALSE
NIHR154890,Exacerbation Prevention in COPD-OSA overlap syndrome (EPiC-OSA),2.41820306,Dr Swapna Mandal/Dr Patrick Murphy,Respiratory,FALSE,TRUE,FALSE,FALSE
NIHR155119,"Neurally Adjusted Ventilatory Assist (NAVA) in the adult critical care unit: A randomised, parallel group, allocation concealed, controlled, open, phase 3 pragmatic clinical and cost-effectiveness trial with internal pilot: The UK NAVA Trial",2.02583985,Dr Daniel Hadfield,Respiratory,FALSE,TRUE,FALSE,FALSE
NIHR155123,"A multicentre randomised trial of surgical versus percutaneous revascularisation of ischaemic left ventricular dysfunction in the United Kingdom, with embedded internal pilot and health economic analysis  (BCIS4)",2.04288003,Professor Gavin Murphy/Professor Divaka Perera,Cardiovascular,FALSE,TRUE,FALSE,FALSE
NIHR155294,Inpatient GRAduated Compression stocking use as an adjunct to Extended duration pharmacoprophylaxis for venous thromboembolism prevention – the GRACE multi-centre randomised controlled trial,2.6979162000000003,Professor Alun Davies/Mr Joseph Shalhoub,Blood,FALSE,TRUE,FALSE,FALSE
NIHR158667,The effectiveness of Lithium plus Quetiapine COMBination versus LithIum versus QuetiapiNe monothErapy in the maintenance treatment of bipolaR disorder: the COMBINER trial.,2.40911382,Professor Steven Marwaha,Mental Health,FALSE,TRUE,FALSE,FALSE
NIHR156043,Accelerating the development of a perinatal platform trial to efficiently evaluate the effectiveness of multiple interventions in maternity and neonatal care,0.1990824,Associate Professor Pollyanna Hardy/Professor Ed Juszczak,Reproductive Health and Childbirth,FALSE,TRUE,FALSE,FALSE
NIHR156397,Diabetic Foot Ulcer REsearch PlatFORM – DFU-REFORM,0.20387283,Associate Professor David Russell/Professor Jane Nixon,"Metabolic and Endocrine,Skin",FALSE,TRUE,FALSE,FALSE
NIHR156500,"The clinical and cost effectiveness of advanced airways protection device versus conventional endotracheal tubes in Intensive care unit patients requiring mechanical ventilation: a multicentre, pragmatic randomised clinical trial.",2.4693562,Professor Paul Dark/Dr Gareth Kitchen,Respiratory,FALSE,TRUE,FALSE,FALSE
NIHR159174,The Long-term Outcomes of Lidocaine Infusions for persistent PostOperative Pain in patients undergoing breast surgery (LOLIPOP) Trial - UK arm,1.81330424,Associate Professor Andrew Toner/Dr Mark Edwards,Cancer and neoplasms,FALSE,TRUE,FALSE,FALSE
NIHR159223,The clinical and cost effectiveness of tight versus less tight glucose control around the time of birth in pregnancies complicated by gestational diabetes: the GILD trial,1.52261917,Professor Kate Walker/Professor Eleanor Mitchell,"Reproductive Health and Childbirth,Metabolic and Endocrine",FALSE,TRUE,FALSE,FALSE
NIHR156728,ROSSINI-Platform - Reduction Of Surgical Site Infection with a platform trial utilising a 'Basket-MAMS' design - Application Accelerator Award,0.12713943,Professor Thomas Pinkney,Generic Health Relevance,TRUE,TRUE,FALSE,FALSE
NIHR157343,Through knee Amputations impact on Quality of Life compared to Above Knee Amputations - The HAMLET Trial,2.87447683,Mr George Smith,"Injuries and Accidents,Cardiovascular",FALSE,TRUE,FALSE,FALSE
